name,wgt_avg,overall_score,style_score,abv,est_cal,beer_desc,ibu,mean
Nebraska Reserve Series Responsibly,3.54,91,57,13%,390,"
        This started as a one-off in the Inception Series, but we loved it so much, it’s been upgraded to a Reserve Series Beer. 
Responsibly is a robust Belgian-style Quad aged in American Brandy barrels. The Belgian nose meshes with the sweet character to create a experience entirely unique. 
      ",35,3.63/5.0
Lucky Bucket Barrel Aged Kriek,3.45,90,50,5.5%,165,"
        Lucky Bucket’s Barrel Aged Kriek is a member of their Single Batch Series. This sour cherry lambic was created with handcrushed cherries and aged in American oak barrels giving it notes of vanilla and caramel to balance the tart cherry taste.

      ",17,3.76/5.0
Upstream Gianduja Imperial Rye Brown Ale,3.45,90,94,8%,240,"
        Gianduja Imperial Rye Brown Ale-
Pronunciation: zhahn-DOO-yuh. Gianduja is the name given to a European style of chocolate made from milk chocolate and hazelnut paste. This unique rye beer was created with this fantastic European chocolate in mind that starts with a delicately dark malty background that includes four different types of malted rye for an in depth layered rye backbone to start things off. Look for flavors of milk chocolate from the additions of lactose (milk sugar), coco nibs and hazelnut paste added to the brew. 1.076 OG, 8% ABV, 13 IBU’s
      ",13,3.71/5.0
Nebraska Inception Series Tarté Apricot Saison,3.51,89,81,7.5%,225,"
        Tarte Apricot Saison is a variation of our Apricot au Poivre Saison.   Driven gracefully into the realm of tart, you’ll find this to be a striking relative to the delicate balance of our Apricot au Poivre Saison version.  The aromas and flavors in this beer create an experience that is meant to enjoy today.",27,3.66/5.0
Nebraska Inception Series #08 - Blanc is The New White,3.5,89,79,7.6%,228,DNE,DNE,3.68/5.0
Lucky Bucket IPA,3.5,88,79,6.3%,189,"
        Lucky Bucket’s Original American IPA begins with a nice malt bill that lets the brew stand up to the mountain of hops added later. After the boil, the hot wort (the beer before it’s really beer) is fired through a hop back, a unique four-barrel stainless steel tank filled with a gratuitous amount of raw flower Amarillo, Centennial, and Cascade hops, extracting the aromatic oils and flavor of the hops. Followed with additional dry hopping in the fermenter, the end result is a big, well-balanced West Coast-style IPA with terrific hop flavor and aroma. 
      ",65,DNE
Brickway Vanilla Coffee Stout,3.47,87,84,5.2%,156,"
        Our Oatmeal Cream Stout with additions of cold press coffee from the Grey Plume and vanilla.
      ",DNE,3.67/5.0
Nebraska Inception Series Franc Blanc,3.45,,,8.6%,258,"
        A nicely delicate Frech-style Saison forms the base of the beautiful interplay between the craft beer itself and a 6 month evolution in Sauvignon Blanc barrels.  No single element dominates, which creates a sublimely beautiful and nicely artisanal barrel aged experiment.
      ",15,3.67/5.0
Nebraska Inception Series Ardent Son,3.46,,,11%,330,"
        A Belgian style Golden Ale fermented with Ardennes yeast forms a fantastic base which is further enhanced by a 6 month maturation in Chardonnay barrels. The core of this beer is enjoyed by our fans in many forms. We feel that this interpretation furthers the crisp Belgian-like qualities fantastically. 
      ",31,3.69/5.0
Lucky Bucket Certified Evil 2010,3.39,86,33,10%,300,"
        Certified Evil is an undomesticated beast. A dark, ominous and oak aged creation, its aggressive hops battle its massive malt profile, flavor assaulting all those who bear witness.",DNE,DNE
Joseph James Bourbon Barrel-Aged Russian Imperial Stout,3.77,98,75,9.5%,285,"
        This brew is our Red Fox Russian Imperial Stout aged in
Bourbon Barrels for 7 months. This brew has hints of coffee, chocolate, and
underlying sweetness from the oak and bourbon flavors. The brew weighs in
at 9.5% ABV, 70 IBU’s, and is best served at 60⁰F. Serve in a 25cl goblet.
      ",70,DNE
Tenaya Creek Imperial Stout,3.72,97,69,9.3%,279,"
        Brewed using Pale, Caramel, Chocolate, Roast, Victory and Black Malts we obtained a beautifully massive black beer with an off-white head. With a thick, stick to your tongue body and espresso and mocha flavors, this Imperial Stout is surprisingly easy drinking. The body is balanced with a malty sweet finish and high amount of bitterness obtained from Magnum Hops.
      ",DNE,DNE
Saint James Daily Wages,3.73,97,96,4.7%,141,"
        A refreshing straw colored ale, traditionally brewed to serve peasant farmhands in Wallonia. An authentic Saison with herbal aromas, crisp carbonation, and slight hints of spice. Fermented with a northern French yeast strain, and dry hopped.
      ",34,3.81/5.0
Tenaya Creek Old Jackalope Barleywine,3.71,97,89,10.4%,312,"
        
For those not familiar with a Barleywine, it is a Strong Ale, originally brewed in England in the nineteenth century but is now brewed worldwide. The name Barleywine basically means that it is a beer as strong as wine. Guaranteed to warm you up on a cold evening! Brewed using premium 2-Row, CaraRed, Crystal, Carafoam, and Wheat malts. We also used Magnum, Cascade, Summit, and CTZ hops.
Cheers! 
      ",DNE,DNE
Joseph James Baby J German Chocolate Cake Stout,3.65,96,96,6.2%,186,DNE,DNE,3.83/5.0
Great Basin Scytale 385,3.66,,,14.6%,438,"
        After 385 days in whiskey-drenched, charred oak barrels, we released it from its chamber on Leap Day 2016. With a faceted gem of nuanced aromas and tastes, boldly roasted chocolate malts, deep dark whiskey, molasses, and boundless, brazenly-rich oakiness. Semisweet chocolate, vanilla, and dark stone fruits arrive upon subsequent sips, and as you delve into the unending subtly of licorice, honey, and allspice, you’re left with smooth caramel that saunters on the palate. (A.B.V. 14.6%)
      ",DNE,3.97/5.0
Joseph James Barrel Smoker,3.61,94,92,11.5%,345,"
        Smoked Wee Heavy Ale Aged in Bourbon Barrels",DNE,3.75/5.0
Joseph James Citra Rye Pale Ale,3.58,93,96,5.4%,162,"
        A true amalgamation of unicorn tears and awesomesauce. We start with 2-row, Vienna, and Rye malts to create a bready malt flavor and dry finish to accentuate the hop flavor. We then add Chinook, Columbus, Centennial, Amarillo, and of course, a massive load of Citra hops at finishing, leaving you with enticing aromas of lychee, gooseberry, and passionfruit delivered only by the unique Citra hop. Put this full-frontal assault of deliciousness all up in your grill immediately! 
      ",55,DNE
Big Dog’s War Dog Imperial IPA,3.57,92,62,8.3%,249,"
        Our big, bold double IPA for lovers of the hop. We employ loads of
Warrior, Simcoe, and Galena hops in this wonderfully bitter and aromatic
brew. This beer is dedicated to the War Dogs that aid and protect our
brave troops.
      ",DNE,DNE
Saint James Plum Lambic,3.56,92,49,6.45%,193,"
        Belgian Lambic aged in red wine barrels with plums.
      ",DNE,3.74/5.0
Tenaya Creek Red Ryder,3.54,91,97,6.7%,201,"
        This is a nicely balanced beer and at 72 IBU’s it has a nice mouthful of hops but they do not overpower the multiple layers of flavors. A perfect balance with a spicy rye backdrop, strands of caramel malt, floral and citrus hops & spicy rye flow through with a good dry bitterness. This is an unfiltered ale brewed with Rye malt (hence its reddish color, and its name). Cascade and Centennial hops were used for floral and citrus notes while Magnum hops were used for bittering. Enjoy!
      ",DNE,DNE
Tenaya Creek Monsoon Double IPA,3.5,90,48,8.5%,255,"
        Light amber in color, full bodied and well hopped. Simcoe, Cascade, and whole flower Mt. Hood hops were used. We dry hopped this ale with whole flower Starlings. A well rounded strong ale!",DNE,DNE
Big Dog’s Sled Dog Imperial Stout,3.49,89,33,9.5%,285,"
        Sled Dog Imperial Stout is a classic American interpretation of a Russian Imperial Stout.
      ",DNE,3.63/5.0
Tenaya Creek Hop Ride IPA,3.49,88,78,6.9%,207,"
        This beer is brewed using 2-Row, wheat, Vienna and caramel malts and is hopped with Summit’s for bittering and flavor and Ahtanum for aroma. This IPA was also dry-hopped, meaning hops were put in the fermentors and serving tanks to give a big citrus and spicy aroma, with Ahtanum, Challenger and Chinook hops. Our IPA is an American style IPA that has a high amount of bitterness but is well balanced and very drinkable.
      ",DNE,DNE
Bad Beat Hoppy Times IPA,3.49,88,78,7.3%,219,"
        This ain’t your dad’s IPA, but maybe he’ll like it, too. Generously hopped with Cascade and Chinook hops, and a pinch of Citra, this beer has a crisp, dry finish that will leave you begging for more. If you think this beer isn’t hoppy enough, it’s you, not us.
      ",80,3.64/5.0
Big Dog’s Dirty Dog IPA,3.47,87,76,7.1%,213,"
        If you like your beer very strong and very hoppy, then this brew is for you! I.P.A.’s were originally brewed in London and shipped to British troops stationed in India.


      ",DNE,DNE
Great Basin Hop Head Ale,3.39,,,8.7%,261,"
        100+ IBUs",DNE,3.82/5.0
Chicago Hardway IPA,3.46,85,72,6.2%,186,"
        The history of India pale ales date back to the 18th century when British troops occupied India. Beer was made in England and sent to the stationed troops. Pale ales were popular beers at the time and had to endure a six month journey to the distant country. Spoilage was common and one way to prevent the loss of beer was to add more hops to the existing recipe, which are an excellent natural preservative. The addition of more hops made pale ales stronger with a higher alcohol content. Basically, India Pale Ales are stronger over hopped versions of it's cousin, the Pale Ale. The style has grown very popular in this country over the years and can be found all around. Our IPA is more aggressive than most with a high hop aroma. The taste is a true hop bomb. The IPA appears somewhat cloudy because it is unfiltered, leaving every bit of flavor in the glass.
      ",DNE,DNE
Great Basin Outlaw Milk Stout,3.44,83,67,5.2%,156,"
        Outlaws and gentle folk alike are captivated by this dark beer. It marries the deep coffee like flavors of roasted barley with a silky texture contributed by rolled oats.
      ",DNE,DNE
Tenaya Creek Tandem Double India Pale Ale,3.43,84,41,9%,270,"
        Are you riding Tandem? Look down. Are your feet on pedals? Yes? Is there someone in front of you? No? Is there someone behind you? Yes? Congratulations! You are riding tandem. Now put this ale to your lips and savor the citrus and grapefruit draw that the hops give it. The love it.
      ",DNE,DNE
Joseph James 6th Anniversary Barrel-aged Rye Wine,3.44,84,46,14%,420,"
        This Barrel-Aged Rye Wine was brewed to celebrate our sixth year of brewing. Our three brewers each brewed their own recipe, then blended them in the same fermentation tank. We then aged the beer in a mix of Bourbon and Rye-Whiskey barrels. The end result is an uniquely spicy, complex ale with a solid barrel influence.
      ",DNE,3.53/5.0
Silver Peak Peavine Porter,3.43,83,77,5.5%,165,"
        The brewmaster's pet. This rich and complex black beer has a smooth, deep, roasted flavor. The chocolatey-coffee finish in this brew comes from a mix of crystal, black, and chocolate malts.
      ",DNE,3.51/5.0
Joseph James I’m Out Imperial Stout,3.42,81,24,9.3%,279,"
        Large and in charge and dark as night, this imperial stout is overflowing with a complex blend of dark Malta and roasted barley. Big flavors of dark chocolate, espresso beans and fresh-baked brownies dominate your palate. Wonderful when fresh, but may be cellared to let the flavors develop even further. Best savored slowly and allowed to gently warn for maximum flavor. Pop one open and you’re in. 
      ",60,3.53/5.0
Triple 7 Marker Pale Ale,3.42,83,84,5.6%,168,DNE,DNE,DNE
Great Basin Tectonic Event IPA,3.43,82,40,9%,270,"
        An ode to the West Coast style IPA made famous by San Diego breweries. A refreshingly simple malt profile makes way for a highly complex and bitter showcase of what hops can do. (A.B.V., 9.0%) 
      ",DNE,3.58/5.0
Smuttynose Baltic Porter,4.01,100,99,8.7%,261,"
        Native to northern Europe, Baltic porters evolved from British porters once exported to the Russian hinterland. Unlike their British cousins, Baltic porters are often brewed as lagers, the tradition we’ve followed. This beer is big, bold & smooth, with malty flavors reminiscent of coffee, dark fruit & raisins. Share one with your comrades!
      ",DNE,DNE
